	RAI_8	DM1_like	GSE	phenotype	phenotype_full
GSM1588026	-0.2872850083460141	0.2872850083460141	GSE65144	ATC	[Sample_title] T1  ||  [Sample_source_name_ch1] Anaplastic Thyroid Carcinoma  ||  [Sample_characteristics_ch1] tissue type: anaplastic thyroid carcinoma (ATC)  ||  [Sample_characteristics_ch1] tissue subtype: subtype N/A  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010033
GSM1588027	-0.1390956662874718	0.1390956662874718	GSE65144	ATC	[Sample_title] T2  ||  [Sample_source_name_ch1] Anaplastic Thyroid Carcinoma  ||  [Sample_characteristics_ch1] tissue type: anaplastic thyroid carcinoma (ATC)  ||  [Sample_characteristics_ch1] tissue subtype: subtype N/A  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010034
GSM1588028	-0.6000449637463527	0.6000449637463527	GSE65144	ATC	[Sample_title] T4  ||  [Sample_source_name_ch1] Anaplastic Thyroid Carcinoma  ||  [Sample_characteristics_ch1] tissue type: anaplastic thyroid carcinoma (ATC)  ||  [Sample_characteristics_ch1] tissue subtype: subtype spindle cell  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010036
GSM1588029	-0.216263027337979	0.216263027337979	GSE65144	ATC	[Sample_title] T6  ||  [Sample_source_name_ch1] Anaplastic Thyroid Carcinoma  ||  [Sample_characteristics_ch1] tissue type: anaplastic thyroid carcinoma (ATC)  ||  [Sample_characteristics_ch1] tissue subtype: subtype spindle/giant cell  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010038
GSM1588030	0.157341662296441	-0.157341662296441	GSE65144	ATC	[Sample_title] T7  ||  [Sample_source_name_ch1] Anaplastic Thyroid Carcinoma  ||  [Sample_characteristics_ch1] tissue type: anaplastic thyroid carcinoma (ATC)  ||  [Sample_characteristics_ch1] tissue subtype: subtype spindle cell  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010039
GSM1588031	-0.636988363278686	0.636988363278686	GSE65144	ATC	[Sample_title] T8  ||  [Sample_source_name_ch1] Anaplastic Thyroid Carcinoma  ||  [Sample_characteristics_ch1] tissue type: anaplastic thyroid carcinoma (ATC)  ||  [Sample_characteristics_ch1] tissue subtype: subtype spindle cell  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010040
GSM1588032	-0.2083716776925118	0.2083716776925118	GSE65144	ATC	[Sample_title] T10  ||  [Sample_source_name_ch1] Anaplastic Thyroid Carcinoma  ||  [Sample_characteristics_ch1] tissue type: anaplastic thyroid carcinoma (ATC)  ||  [Sample_characteristics_ch1] tissue subtype: subtype spindle/squamoid cell  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010042
GSM1588033	0.5169270378159814	-0.5169270378159814	GSE65144	ATC	[Sample_title] T11  ||  [Sample_source_name_ch1] Anaplastic Thyroid Carcinoma  ||  [Sample_characteristics_ch1] tissue type: anaplastic thyroid carcinoma (ATC)  ||  [Sample_characteristics_ch1] tissue subtype: subtype squamoid cell  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010043
GSM1588034	-0.7659743143343979	0.7659743143343979	GSE65144	ATC	[Sample_title] T12  ||  [Sample_source_name_ch1] Anaplastic Thyroid Carcinoma  ||  [Sample_characteristics_ch1] tissue type: anaplastic thyroid carcinoma (ATC)  ||  [Sample_characteristics_ch1] tissue subtype: subtype spindle cell  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010044
GSM1588035	-0.0048004424587694	0.0048004424587694	GSE65144	ATC	[Sample_title] T14  ||  [Sample_source_name_ch1] Anaplastic Thyroid Carcinoma  ||  [Sample_characteristics_ch1] tissue type: anaplastic thyroid carcinoma (ATC)  ||  [Sample_characteristics_ch1] tissue subtype: subtype spindle cell  ||  [Sample_characteristics_ch1] matched/unmatched: matched to N14  ||  [Sample_description] cop010046
GSM1588036	1.0722745819693291	-1.0722745819693291	GSE65144	ATC	[Sample_title] T15  ||  [Sample_source_name_ch1] Anaplastic Thyroid Carcinoma  ||  [Sample_characteristics_ch1] tissue type: anaplastic thyroid carcinoma (ATC)  ||  [Sample_characteristics_ch1] tissue subtype: subtype squamoid/giant cell  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cpr010026
GSM1588037	-0.4121673226990004	0.4121673226990004	GSE65144	ATC	[Sample_title] T16  ||  [Sample_source_name_ch1] Anaplastic Thyroid Carcinoma  ||  [Sample_characteristics_ch1] tissue type: anaplastic thyroid carcinoma (ATC)  ||  [Sample_characteristics_ch1] tissue subtype: subtype spindle cell  ||  [Sample_characteristics_ch1] matched/unmatched: matched to N16  ||  [Sample_description] cop010048
