	RAI_8	DM1_like	GSE	phenotype	phenotype_full
GSM1588038	0.9752014197149802	-0.9752014197149802	GSE65144	normal	[Sample_title] N1  ||  [Sample_source_name_ch1] normal thyroid  ||  [Sample_characteristics_ch1] tissue type: normal thyroid  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010049
GSM1588039	0.3510993618847708	-0.3510993618847708	GSE65144	normal	[Sample_title] N2  ||  [Sample_source_name_ch1] normal thyroid  ||  [Sample_characteristics_ch1] tissue type: normal thyroid  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010050
GSM1588040	0.1459665920711835	-0.1459665920711835	GSE65144	normal	[Sample_title] N3  ||  [Sample_source_name_ch1] normal thyroid  ||  [Sample_characteristics_ch1] tissue type: normal thyroid  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010051
GSM1588041	-0.4028422704076769	0.4028422704076769	GSE65144	normal	[Sample_title] N5  ||  [Sample_source_name_ch1] normal thyroid  ||  [Sample_characteristics_ch1] tissue type: normal thyroid  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010053
GSM1588042	0.2832780551735484	-0.2832780551735484	GSE65144	normal	[Sample_title] N6  ||  [Sample_source_name_ch1] normal thyroid  ||  [Sample_characteristics_ch1] tissue type: normal thyroid  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010054
GSM1588043	0.0612556090692955	-0.0612556090692955	GSE65144	normal	[Sample_title] N8  ||  [Sample_source_name_ch1] normal thyroid  ||  [Sample_characteristics_ch1] tissue type: normal thyroid  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010056
GSM1588044	-0.1599614807211768	0.1599614807211768	GSE65144	normal	[Sample_title] N9  ||  [Sample_source_name_ch1] normal thyroid  ||  [Sample_characteristics_ch1] tissue type: normal thyroid  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010057
GSM1588045	0.0099493676534824	-0.0099493676534824	GSE65144	normal	[Sample_title] N11  ||  [Sample_source_name_ch1] normal thyroid  ||  [Sample_characteristics_ch1] tissue type: normal thyroid  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010059
GSM1588046	0.1292523168168765	-0.1292523168168765	GSE65144	normal	[Sample_title] N12  ||  [Sample_source_name_ch1] normal thyroid  ||  [Sample_characteristics_ch1] tissue type: normal thyroid  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010060
GSM1588047	0.2329894808783512	-0.2329894808783512	GSE65144	normal	[Sample_title] N14  ||  [Sample_source_name_ch1] normal thyroid  ||  [Sample_characteristics_ch1] tissue type: normal thyroid  ||  [Sample_characteristics_ch1] matched/unmatched: matched to T14  ||  [Sample_description] cop010062
GSM1588048	0.0919697271585721	-0.0919697271585721	GSE65144	normal	[Sample_title] N15  ||  [Sample_source_name_ch1] normal thyroid  ||  [Sample_characteristics_ch1] tissue type: normal thyroid  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010063
GSM1588049	0.0233243945544658	-0.0233243945544658	GSE65144	normal	[Sample_title] N16  ||  [Sample_source_name_ch1] normal thyroid  ||  [Sample_characteristics_ch1] tissue type: normal thyroid  ||  [Sample_characteristics_ch1] matched/unmatched: matched to T16  ||  [Sample_description] cop010064
GSM1588050	-0.2170350697472426	0.2170350697472426	GSE65144	normal	[Sample_title] N18  ||  [Sample_source_name_ch1] normal thyroid  ||  [Sample_characteristics_ch1] tissue type: normal thyroid  ||  [Sample_characteristics_ch1] matched/unmatched: unmatched  ||  [Sample_description] cop010066
