uniqueSampleKey	uniquePatientKey	molecularProfileId	sampleId	patientId	entrezGeneId	studyId	alteration
VENHQS1CSi1BMFlaLTAxOnRoY2FfdGNnYV9wdWI	VENHQS1CSi1BMFlaOnRoY2FfdGNnYV9wdWI	thca_tcga_pub_gistic	TCGA-BJ-A0YZ-01	TCGA-BJ-A0YZ	238	thca_tcga_pub	0
VENHQS1CSi1BMFlaLTAxOnRoY2FfdGNnYV9wdWI	VENHQS1CSi1BMFlaOnRoY2FfdGNnYV9wdWI	thca_tcga_pub_gistic	TCGA-BJ-A0YZ-01	TCGA-BJ-A0YZ	2304	thca_tcga_pub	0
VENHQS1CSi1BMFlaLTAxOnRoY2FfdGNnYV9wdWI	VENHQS1CSi1BMFlaOnRoY2FfdGNnYV9wdWI	thca_tcga_pub_gistic	TCGA-BJ-A0YZ-01	TCGA-BJ-A0YZ	84868	thca_tcga_pub	0
VENHQS1CSi1BMFlaLTAxOnRoY2FfdGNnYV9wdWI	VENHQS1CSi1BMFlaOnRoY2FfdGNnYV9wdWI	thca_tcga_pub_gistic	TCGA-BJ-A0YZ-01	TCGA-BJ-A0YZ	3122	thca_tcga_pub	0
VENHQS1CSi1BMFlaLTAxOnRoY2FfdGNnYV9wdWI	VENHQS1CSi1BMFlaOnRoY2FfdGNnYV9wdWI	thca_tcga_pub_gistic	TCGA-BJ-A0YZ-01	TCGA-BJ-A0YZ	3965	thca_tcga_pub	0
VENHQS1CSi1BMFlaLTAxOnRoY2FfdGNnYV9wdWI	VENHQS1CSi1BMFlaOnRoY2FfdGNnYV9wdWI	thca_tcga_pub_gistic	TCGA-BJ-A0YZ-01	TCGA-BJ-A0YZ	4233	thca_tcga_pub	0
VENHQS1CSi1BMFlaLTAxOnRoY2FfdGNnYV9wdWI	VENHQS1CSi1BMFlaOnRoY2FfdGNnYV9wdWI	thca_tcga_pub_gistic	TCGA-BJ-A0YZ-01	TCGA-BJ-A0YZ	7080	thca_tcga_pub	0
VENHQS1CSi1BMFlaLTAxOnRoY2FfdGNnYV9wdWI	VENHQS1CSi1BMFlaOnRoY2FfdGNnYV9wdWI	thca_tcga_pub_gistic	TCGA-BJ-A0YZ-01	TCGA-BJ-A0YZ	7849	thca_tcga_pub	0
VENHQS1CSi1BMFlaLTAxOnRoY2FfdGNnYV9wdWI	VENHQS1CSi1BMFlaOnRoY2FfdGNnYV9wdWI	thca_tcga_pub_gistic	TCGA-BJ-A0YZ-01	TCGA-BJ-A0YZ	673	thca_tcga_pub	0
VENHQS1CSi1BMFlaLTAxOnRoY2FfdGNnYV9wdWI	VENHQS1CSi1BMFlaOnRoY2FfdGNnYV9wdWI	thca_tcga_pub_gistic	TCGA-BJ-A0YZ-01	TCGA-BJ-A0YZ	5979	thca_tcga_pub	0
VENHQS1CSi1BMFlaLTAxOnRoY2FfdGNnYV9wdWI	VENHQS1CSi1BMFlaOnRoY2FfdGNnYV9wdWI	thca_tcga_pub_gistic	TCGA-BJ-A0YZ-01	TCGA-BJ-A0YZ	6423	thca_tcga_pub	0
VENHQS1CSi1BMFlaLTAxOnRoY2FfdGNnYV9wdWI	VENHQS1CSi1BMFlaOnRoY2FfdGNnYV9wdWI	thca_tcga_pub_gistic	TCGA-BJ-A0YZ-01	TCGA-BJ-A0YZ	6528	thca_tcga_pub	-1
VENHQS1CSi1BMFlaLTAxOnRoY2FfdGNnYV9wdWI	VENHQS1CSi1BMFlaOnRoY2FfdGNnYV9wdWI	thca_tcga_pub_gistic	TCGA-BJ-A0YZ-01	TCGA-BJ-A0YZ	4070	thca_tcga_pub	0
VENHQS1CSi1BMFlaLTAxOnRoY2FfdGNnYV9wdWI	VENHQS1CSi1BMFlaOnRoY2FfdGNnYV9wdWI	thca_tcga_pub_gistic	TCGA-BJ-A0YZ-01	TCGA-BJ-A0YZ	7015	thca_tcga_pub	0
VENHQS1CSi1BMFlaLTAxOnRoY2FfdGNnYV9wdWI	VENHQS1CSi1BMFlaOnRoY2FfdGNnYV9wdWI	thca_tcga_pub_gistic	TCGA-BJ-A0YZ-01	TCGA-BJ-A0YZ	7038	thca_tcga_pub	0
VENHQS1CSi1BMFlaLTAxOnRoY2FfdGNnYV9wdWI	VENHQS1CSi1BMFlaOnRoY2FfdGNnYV9wdWI	thca_tcga_pub_gistic	TCGA-BJ-A0YZ-01	TCGA-BJ-A0YZ	7173	thca_tcga_pub	0
