uniqueSampleKey	uniquePatientKey	molecularProfileId	sampleId	patientId	entrezGeneId	studyId	alteration
QU5QVDAwMDFQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDE6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0001P	ANPT0001	7038	thyroid_gatci_2024	2
QU5QVDAwMDFQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDE6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0001P	ANPT0001	7173	thyroid_gatci_2024	0
QU5QVDAwMDFQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDE6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0001P	ANPT0001	7422	thyroid_gatci_2024	0
QU5QVDAwMDFQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDE6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0001P	ANPT0001	6352	thyroid_gatci_2024	0
QU5QVDAwMDFQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDE6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0001P	ANPT0001	1234	thyroid_gatci_2024	0
QU5QVDAwMDFQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDE6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0001P	ANPT0001	1021	thyroid_gatci_2024	0
QU5QVDAwMDFQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDE6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0001P	ANPT0001	1277	thyroid_gatci_2024	0
QU5QVDAwMDFQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDE6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0001P	ANPT0001	3627	thyroid_gatci_2024	0
QU5QVDAwMDFQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDE6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0001P	ANPT0001	10563	thyroid_gatci_2024	0
QU5QVDAwMDFQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDE6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0001P	ANPT0001	1634	thyroid_gatci_2024	0
QU5QVDAwMDFQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDE6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0001P	ANPT0001	54487	thyroid_gatci_2024	0
QU5QVDAwMDFQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDE6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0001P	ANPT0001	23405	thyroid_gatci_2024	-2
QU5QVDAwMDFQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDE6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0001P	ANPT0001	1733	thyroid_gatci_2024	0
QU5QVDAwMDFQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDE6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0001P	ANPT0001	1734	thyroid_gatci_2024	0
QU5QVDAwMDFQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDE6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0001P	ANPT0001	1956	thyroid_gatci_2024	2
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	238	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	2304	thyroid_gatci_2024	-2
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	84868	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	3122	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	3965	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	4233	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	7080	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	7849	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	673	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	5979	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	6423	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	6528	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	4070	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	7015	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	7038	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	7173	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	7422	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	6352	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	1234	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	1021	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	1277	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	3627	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	10563	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	1634	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	54487	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	23405	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	1733	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	1734	thyroid_gatci_2024	0
QU5QVDAwMDNQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDM6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0003P	ANPT0003	1956	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	238	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	2304	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	84868	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	3122	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	3965	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	4233	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	7080	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	7849	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	673	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	5979	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	6423	thyroid_gatci_2024	-2
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	6528	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	4070	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	7015	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	7038	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	7173	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	7422	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	6352	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	1234	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	1021	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	1277	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	3627	thyroid_gatci_2024	-2
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	10563	thyroid_gatci_2024	-2
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	1634	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	54487	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	23405	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	1733	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	1734	thyroid_gatci_2024	0
QU5QVDAwMDRQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDQ6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0004P	ANPT0004	1956	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	238	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	2304	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	84868	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	3122	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	3965	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	4233	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	7080	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	7849	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	673	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	5979	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	6423	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	6528	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	4070	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	7015	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	7038	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	7173	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	7422	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	6352	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	1234	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	1021	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	1277	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	3627	thyroid_gatci_2024	0
QU5QVDAwMDZQOnRoeXJvaWRfZ2F0Y2lfMjAyNA	QU5QVDAwMDY6dGh5cm9pZF9nYXRjaV8yMDI0	thyroid_gatci_2024_gistic	ANPT0006P	ANPT0006	10563	thyroid_gatci_2024	0
